Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FITNESS FIRST,"SENAYAN CITY MALL LT 6-01, JL ASIA AFRIKA LOT 19, GELORA, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10270",021-72781333
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FITNESS FIRST,"OAKWOOD, JL LINGKAR MEGA KUNINGAH LT 2 RT. 05/RW. 02, KUNINGAN TIMUR, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12950",021-25542333
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FITNESS FIRST,"GD PACIFIC PLACE SCBD LT 5, SENAYAN, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12190",021-5609988
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","FLUINDRA INDONESIA, PT","JL RS FATMAWATI NO 4 RT. 101/RW. 05, CIPETE SELATAN, KEC. CILANDAK, KOTA JAKARTA SELATAN 12410",021-750365
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FORTUNE KARAOKE,"JL KYAI HAJI MAS MANSYUR NO 13 RT. 03/RW. 02, KARET TENGSIN, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10220",021-5722155; 021-5722157
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","FULLMOON, PT","RS FATMAWATI RUKO GOLDEN PLAZA NO 16 BLOK A19 RT. 02/RW. 06, GANDARIA SELATAN, KEC. CILANDAK, KOTA JAKARTA SELATAN 12420",021-7507523
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN CITY,"PLAZA SLIPI JAYA LT BASEMENT, JL LETJEN S PARMAN RT. 09/RW. 01, KEMANGGISAN, KEC. PALMERAH, KOTA JAKARTA BARAT 11480",021-5304004
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN CITY,"JL PURI AGUNG MALL PURI INDAH LT 2 RT. 01/RW. 02, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",021-5822349; 021-5822349
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN WORD,"PLAZA ATRIUM LT 4 NO 135, SENEN, KEC. SENEN, KOTA JAKARTA PUSAT",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN WORLD,"MALL CENTRAL PARK, JL S.PARMAN KAV.28 RT. 06/RW. 06, TANJUNG DUREN SELATAN, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11740",021-65700015
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN WORLD,"PLAZA ATRIUM LT 3, SENEN, KEC. SENEN, KOTA JAKARTA PUSAT",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN WORLD,"JL MALL CIPUTRA ARTERI S.PARMAN RT. 02/RW. 01, TANJUNG DUREN UTARA, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11470",021-5665451
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN WORLD,"SUNTER-3 KAV 11 RT. 14/RW. 13, SUNTER AGUNG, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14350",021-65831865
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN WORLD <REKREASI KELUAGA>,"LIPPO PLAZA KRAMAT JATI RT. 02/RW. 06, KRAMAT JATI, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR 13510",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUN WORLD <ZOO FUN>,"PLAZA KALIBATA LT 2, RAWAJATI, KEC. PANCORAN, KOTA JAKARTA SELATAN 12750",081382608070
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","FUN WORLD PRIMA, PT","JL RADEN INTEN NO 1 RT. 01/RW. 14, KLENDER, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR 13470",021-86615065
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUNCITY,"PLAZA KALIBATA LT DASAR, RAWAJATI, KEC. PANCORAN, KOTA JAKARTA SELATAN 12750",082213630557
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUNTASI 40,"CIPINANG INDAH MALL LT 3, JL RAYA KALIMALANG KAV 88 RT. 04/RW. 04, PONDOK BAMBU, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR 13430",085775193639
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUNWORD,"GRAND INDONESIA WEST MALL LEVEL, KEBON MELATI, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10310",08123580456
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUNWORLD,"LT GROUND FLOOR MALL OF INDONESIA, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA",021-45868160
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUNWORLD,"GRAND INDONESIA LT 3A EAST MALL, MENTENG, KEC. MENTENG, KOTA JAKARTA PUSAT",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUNWORLD DURI LAND,"JL PURI AGUNG MALL PURI INDAH LT 2 RT. 01/RW. 02, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",021-5822674; 021-5822674
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","FUNWORLD PRIMA, PT","SATU MARET TAMAN SURYA 5 BLOK DD 1, PEGADUNGAN, KEC. KALI DERES, KOTA JAKARTA BARAT 11830",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",FUTSAL WORLD <KUMAR>,"SINAR BUDI RAYA NO 15 -17 RT. 07/RW. 03, PEJAGALAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",021-6600176
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GALAXY KARAOKE,"JL RUKO INKOPAL BLOK A BOULEVARD BARAT RAYA RT. 15/RW. 03, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-45851030
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GALERI LUKISAN PATUNG,"JL TANAH ABANG 4 RT. 03/RW. 03, PETOJO SELATAN, KEC. GAMBIR, KOTA JAKARTA PUSAT 10160",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GALLERIES WORK SHOPINDO,"JL H IPIN RT. 11/RW. 1, PONDOK LABU, KEC. CILANDAK, KOTA JAKARTA SELATAN 12450",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","GAMA PRATAMA, PT","JL BAKTI 20 RT. 01/RW. 06, RAWA BARAT, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12180",021-72797807
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","GANGNAM CLUB BUSINIES, PT","GRAND WIJAYA CENTRE BLOK F NO 20 RT. 01/RW. 01, PULO, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",021-29410877
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","GBS, PT","GRAHA ALTERI MAS KAV 56, JL PANJANG NO 68 RT. 19/RW. 04, KEDOYA SELATAN, KEC. KEBON JERUK, KOTA JAKARTA BARAT",021-58356657
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GELEMBUNG SAMUDERA,"JL HARONO RM GOR RAGUNAN RT. 09/RW. 07, RAGUNAN, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12550",085782571223
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GIGI ART OF DANCE,"JL RADIO DALAM NO 191/17 RT. 07/RW. 10, GANDARIA UTARA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12141",021-7399711
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","GLOBAL MUSIC, PT","GUNUNG SAHARI RAYA NO 73 JL NO 19 RT. 09/RW. 07, GUNUNG SAHARI SELATAN, KEC. KEMAYORAN, KOTA JAKARTA PUSAT 10610",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GOLD GYM,"TB SIMATUPANG KAV 17 LT 3 CITOS RT. 06/RW. 09, CILANDAK BARAT, KEC. CILANDAK, KOTA JAKARTA SELATAN 12430",021-29042808
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GOLD RUSH KARAOKE,"MELAWAI IX, MELAWAI, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",082110363494
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GOLDS GEAR GYM,"BAYWALK, JL PLUIT KARANG AYU BLOK B1 UTARA LT 4 RT. 20/RW. 02, PLUIT, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",021-3808008
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GOLDS GYM,"JL MALL CIPUTRA ARTERI S.PARMAN RT. 02/RW. 01, TANJUNG DUREN UTARA, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11470",021-62215606269
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GOLF RAWAMANGUN,"JL RAWAMNGUN MUKA RAYA, RAWAMANGUN, KEC. PULO GADUNG, KOTA JAKARTA TIMUR 13220",021-4754732
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GRAHA DAMERU,"GD MARINA LT 6 JL BOULEVARD BARAT RAYA KAV 1 KLP GADING RT. 15/RW. 03, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-45842692; 021-45842693
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","GRAHA KERTA JAYA , PT","JL BULEVAR BUKIT GADING RAYA BLOK E 38-42 RT. 15/RW. 03, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-4517353
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","GRAHA MAKMUR BERJAYA, PT","JL BULEVAR BUKIT GADING RAYA BLOK C9-2A 33- 37 RT. 15/RW. 03, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-45857676
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GRAND ODIUS INTERNATIONAL SPA DAN FITNESS,"HOTEL NOVOTEL LT 2, JL GAJAH MADA RT. 10/RW. 05, GLODOK, KEC. TAMAN SARI, KOTA JAKARTA BARAT 11120 021-29367777 Ext: 8301",021-29365555
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GRIYA PELOPOR <RITA>,"JL BATU MERAH TIGA RT. 06/RW. 02, PEJATEN TIMUR, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12510",085219213040
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GROUND FUTSAL,"GG MASJID DALAM RT. 06/RW. 04, CILANDAK TIMUR, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12560",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GYM SLIM,"PLUIT SAKTI RAYA NO 127 RT. 09/RW. 07, PLUIT, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",021-66602744; 021-66697452
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",GYM SQUARE,"JL RAWA BELONG NO 13 RT. 01/RW. 03, SUKABUMI UTARA, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11540",021-70294553
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY KIDS,"CIBUBUR JUNCTION, JL JAMBORE NO 1 RT. 04/RW. 14, CIBUBUR, KEC. CIRACAS, KOTA JAKARTA TIMUR 13720",0878787916328
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY MELODI,"MALL SEASON CITY LT 3, JEMBATAN BESI, KEC. TAMBORA, KOTA JAKARTA BARAT",029-617988
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY PUPPY,"JL BOULEVARD RAYA LB3 NO 27-28 RT. 12/RW. 18, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-4500860
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY PUPPY,"GOLDEN PLAZA BLOK A RT. 02/RW. 06, GANDARIA SELATAN, KEC. CILANDAK, KOTA JAKARTA SELATAN 12420",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY PUPPY,"JL MAMPANG PRAPATAN NO 151 RT. 03/RW. 01, DUREN TIGA, KEC. PANCORAN, KOTA JAKARTA SELATAN 12760",021-7940088
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY PUPPY,"RUKO SENTRA NIAGA BLOK TI NO6 RT. 01/RW. 02, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",021-58302884
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY PUPPY,"CENTRO METRO BROADWAY BLOK A1,2,3 RT. 16/RW. 07, KAPUK MUARA, KEC. PENJARINGAN, KOTA JAKARTA UTARA 11460",021-30010280; 021-30010290
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","HAPPY PUPPY KARAOKE, PT","GRAND ITC PERMATA HIJAU BLOK DIAMOND NO I- 2 RT. 6/RW. 10, GROGOL UTARA, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12210",082122308725
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAPPY WORLD,"PLAZA SLIPI JAYA LT BASEMENT, JL LETJEN S PARMAN RT. 09/RW. 01, KEMANGGISAN, KEC. PALMERAH, KOTA JAKARTA BARAT 11480",087881752928
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HARPY PUPPY,"MUTIARA TAMAN PALEM A9-6 RT. 06/RW. 14, CENGKARENG TIMUR, KEC. CENGKARENG, KOTA JAKARTA BARAT 11730",021-54356258
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","HASTANG MITRATAMA, PT","RUKAN EXKLUSIF BLOK D NO 5 BUKIT GOLF MEDITERANIA PIK RT. 08/RW. 05, KAMAL MUARA, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14470",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","HASTHA RAGA MULIA, PT","RUKAN GRAND ARIES 65 1K RT. 04/RW. 03, MERUYA UTARA, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11620",021-29319168
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HAZE <HADI ANTO>,"LOKASARI BLOK A NO 33-39 RT. 02/RW. 02, TANGKI, KEC. TAMAN SARI, KOTA JAKARTA BARAT 11170",021-6252351; 021-6120316
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","HERMES TRANSINDO, PT","GRAHA ALTERI MAS KAV 16, JL PANJANG NO 68 RT. 19/RW. 04, KEDOYA SELATAN, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11520",021-580989094
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",HOMARE KARAOKE,"JL MELAWAI 8 NO 4A, MELAWAI, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN",021-7259305
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","IMPERIUM JAYA SENTOSA, PT","RUKO GRAND KARTINI 16-17, KARNITI RAYA NO 57 RT. 03/RW. 02, KARTINI, KEC. SAWAH BESAR, KOTA JAKARTA PUSAT 10750",021-62300660; 021-62301760
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INDAH TALENTA MANAGEMENT,"JL LOBI-LOBI RT. 11/RW. 06, RAWAJATI, KEC. PANCORAN, KOTA JAKARTA SELATAN 12750",021-7992607
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","INDONESIA BANGKIT MAJU, PT","HANGGAR FUTSAL PANCORAN JL GATOT SUBROTO RT. 03/RW. 04, PANCORAN, KEC. PANCORAN, KOTA JAKARTA SELATAN 12780",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","INDONESIA GAMES CENTER, PT <YUSTINUST>","JL OUTHER RING ROOD AGUNG SEDAYU SQUARE BLOK K RT. 02/RW. 12, CENGKARENG BARAT, KEC. CENGKARENG, KOTA JAKARTA BARAT 11780",021-22557180
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","INDONESIA MEDIA NETWORK, PT","JL RS FATMAWATI NO 50/A5 FESTIVAL FATMAWATI RT. 04/RW. 04, CILANDAK BARAT, KEC. CILANDAK, KOTA JAKARTA SELATAN 12430",021-7693945
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","INDONESIA SPORT VENTURE, PT","KELAPA NIAS RAYA JL BLOK HF 3 MAHAKA SQUARE RT. 08/RW. 06, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-45860422; 021-45860413
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","INDOPRO UTAMA SUKSES, PT","JL SALEMBA RAYA 1 RT. 06/RW. 06, KENARI, KEC. SENEN, KOTA JAKARTA PUSAT 10430",021-31922200
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","INDOSAKTI, PT","DELMAN ASIRI 6 NO 29 RT. 06/RW. 11, KEBAYORAN LAMA UTARA, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12240",021-7895798
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INDRA BEKTI MANAGENT AGENSI,"JL KUBIS 23 NO 114 RT. 06/RW. 06, PULO, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 22160",021-7204119
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INOVEM,"JL GRAND WIJAYA CENTER BLOK H 8 RT. 01/RW. 01, PULO, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",021-29407900
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INTERNATIONAL EXECUTIVE CWB,"BOULEVARD BARAT RT. 13/RW. 07, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-4507948; 021-4507949
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VISTA,"BUARAN PLAZA LT 1 RT. 01/RW. 14, KLENDER, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR 13470",021-86615098; 021-4532396
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VISTA,"JL GAJAH MADA NO 19 26 GD GAJAH MADA RT. 03/RW. 01, PETOJO UTARA, KEC. GAMBIR, KOTA JAKARTA PUSAT 90130",021-6319492
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VISTA,"MALL CENTRAL PARK, JL S PARMAN KAV.28 RT. 06/RW. 06, TANJUNG DUREN SELATAN, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11740",021-29200466
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VISTA,"LIPPO PLAZA KRAMAT JATI RT. 02/RW. 12, KRAMAT JATI, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR 13510",021-8095556; 021-80879315
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VISTA <INUL>,"PLAZA SEMANGGI LT6, JL JEND SUDIRMAN KAV 50/RW. 04, KARET SEMANGGI, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12930",021-25539404
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VIZTA,"FX SUDIRMAN LT 7, JL JENDRAL SUDIRMAN PINTU SENAYAN, GELORA, KEC. TANAH ABANG, KOTA JAKARTA PUSAT",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VIZTA,"POINT SQUARE LT 5, JL RA KARTINI RT. 09/RW. 07, LEBAK BULUS, KEC. CILANDAK, KOTA JAKARTA SELATAN 12440",021-759552
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VIZTA,"JL SENEN RAYA ATRIUM LT GROUND RT. 02/RW. 03, SENEN, KEC. SENEN, KOTA JAKARTA PUSAT 10410",021-3512404
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VIZTA,"JL WARUNG JATI BARAT NO 39 RT. 01/RW. 05, JATI PADANG, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12540",021-7819220; 021-7819251
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",INUL VIZTA <ALOY>,"MALL CIJANTUNG LT 4 RT. 01/RW. 04, CIJANTUNG, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13770",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","ISTANA MAS INTERNATIONAL, PT <INDRA KUSUMA>","JL BULEVAR BUKIT GADING RAYA BLOK B 30-32 RT. 15/RW. 03, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-4517084
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","IXI, PT","JL MERAK V N2 RT. 03/RW. 08, BINTARO, KEC. PESANGGRAHAN, KOTA JAKARTA SELATAN 12330",021-7372522
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",JACBUG,"JL TAMAN RATU INDAH RT. 05/RW. 13, DURI KEPA, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11510",021-29336177
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",JAGAT PARIWARA,"TEBET TIMUR DALAM VH J L RT. 03/RW. 05, TEBET TIMUR, KEC. TEBET, KOTA JAKARTA SELATAN 12820",085691414604
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","JAKARTA TOURISINDO, PT","JL CEMPAKA PUTIH RAYA RT. 03/RW. 07, CEMPAKA PUTIH BARAT, KEC. CEMPAKA PUTIH, KOTA JAKARTA PUSAT 10520",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",JAKATRA DO YOGA <IRFAN>,"KOMP GRIYA INTI SENTOSA BLOK L/35 SUNTER RT. 10/RW. 20, SUNTER AGUNG, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14350",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","JASJES, CV","JL PONDOK PINANG RT. 04/RW. 06, PONDOK PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12310",021-75914855
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","JAVA FESTIVAL PRODUCT ION, PT","RUKO SIMPRUG GALLERY UNIT A1 TEUKU NYAK ARIEF NO10JL RT. 05/RW. 02, GROGOL SELATAN, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12220",021-72783601; 021-7204030
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","JAYA BOWLING, PT","JL LODAN TIMUR ANCOL JAKARTA/RW. 10, ANCOL, KEC. PADEMANGAN, KOTA JAKARTA UTARA 14430",021-64710894
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","JAYA VISI SEJAHTERA, PT","RUKO WILKON BLOK A6B NO 17 18 RT. 1191/RW. 081, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-45873977; 021-45873978
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",JIKIE SACHI,"JL MELAWAI 8 NO 10 BLOK M, MELAWAI, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN",021-7208881
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","JIN HEUNS CORP KOREA, PT","JL BOULEVARD RAYA BLOK 937 NO 16 RT. 12/RW. 12, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",JUNGLE TOON,"PONDOK INDAH MALL 1 LT1 METRO PONDOK INDAH, JL RT. 12/RW. 15, PONDOK PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12310",021-75906255
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",JURASSIC WORLD <DEDE>,"MALL CIJANTUNG LT 3 RT. 01/RW. 04, CIJANTUNG, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13770",081293762881
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",K ONE,"RUKO KEDOYA CENTER RT. 15/RW. 10, KEBON JERUK, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11530",021-5490123
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",K2 KARAOKE,"JL MELAWAI III RT. 02/RW. 01, MELAWAI, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",082153244755
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KAMPUNG MAIN CIPULIR SANTO,"JL MASJID CIDODOL RT. 05/RW. 12, GROGOL SELATAN, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12220",021-7202868; 021-7202868
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","KANDAGA ASRI GRAHA, PT","JL PECENONGAN NO 29-31 RT. 08/RW. 03, KEBON KELAPA, KEC. GAMBIR, KOTA JAKARTA PUSAT 10120",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KANTOR PENGELOLA RAGUNAN,"JL HARSONO RM NO 1 RT. 09/RW. 07, RAGUNAN, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12550",0211-7805280; 0211-217005280
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI","KARAOKE AYU TING-TING GEMILANG SUKSES PRATAMA, PT","BOULEVARD BARAT RAYA BLOK LA-1 RT. 01/RW. 18, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-4515233
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KARAOKE CHAMPION,"JL SEMANGGUNG 1 RT. 09/RW. 17, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",081219457469
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KARAOKE CLUB 26,"JL HAYAM WURUK NO 126 RT. 02/RW. 06, MANGGA BESAR, KEC. TAMAN SARI, KOTA JAKARTA BARAT 11180",021-6269666
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KARAOKE HOLLYWOOD,"JL BUKIT GADING RAYA KELAPA GADING BUKIT INDAH RT. 07/RW. 15, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-4585444
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KARAOKE INUL VIZTA <HELMAYATI>,"JL INSPEKSI KALIMALANG RUKO TOMANG TOL RT. 02/RW. 16, DUREN SAWIT, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR 13440",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KARAOKE INUL VIZTA CV,"JL PANJANG BLOK X, KEDOYA UTARA, KEC. KEBON JERUK, KOTA JAKARTA BARAT",
DKI JAKARTA,"KESENIAN, HIBURAN DAN REKREASI",KARAOKE KELUARGA NAV,"SULTAN ISKANDAR MUDA KAV 77 NO 4-5 RT. 03/RW. 05, KEBAYORAN LAMA SELATAN, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12240",021-222300
